	SHAPERep1	SHAPERep2	Entropy	folded_merged	intervals	count	idx
316	0.074293	0.044047	8.14696715059e-06	True	4	20	391
317	0.074293	0.044047	7.89746438397e-06	True	4	21	391
318	0.074293	0.043754	7.18438314834e-06	True	4	22	391
319	0.072237	0.04346	7.18438314834e-06	True	4	23	391
320	0.07165	0.043166	6.94688631121e-06	True	4	24	391
321	0.07165	0.043166	6.94688631121e-06	True	4	25	391
322	0.07165	0.04346	7.18438314834e-06	True	4	26	391
323	0.072237	0.043754	7.89746438397e-06	True	4	27	391
324	0.07165	0.04346	7.89746438397e-06	True	4	28	391
325	0.069888	0.04346	7.89746438397e-06	True	4	29	391
326	0.069888	0.04346	7.89746438397e-06	True	4	30	391
327	0.069888	0.04346	8.14696715059e-06	True	4	31	391
328	0.065777	0.043166	8.14696715059e-06	True	4	32	391
329	0.069888	0.04346	8.14696715059e-06	True	4	33	391
330	0.07165	0.04346	8.14696715059e-06	True	4	34	391
331	0.07165	0.04346	8.14696715059e-06	True	4	35	391
332	0.07165	0.04346	8.14696715059e-06	True	4	36	391
333	0.07165	0.043166	7.89746438397e-06	True	4	37	391
334	0.072237	0.043166	7.89746438397e-06	True	4	38	391
335	0.072237	0.043166	7.89746438397e-06	True	4	39	391
336	0.07165	0.042873	7.89746438397e-06	True	4	40	391
337	0.07165	0.041992	7.18438314834e-06	True	4	41	391
338	0.069888	0.041404	7.18438314834e-06	True	4	42	391
339	0.069888	0.040817	7.18438314834e-06	True	4	43	391
340	0.069888	0.040817	7.18438314834e-06	True	4	44	391
341	0.069888	0.041404	7.18438314834e-06	True	4	45	391
342	0.065777	0.041404	7.18438314834e-06	True	4	46	391
343	0.065777	0.041404	7.18438314834e-06	True	4	47	391
344	0.065777	0.041404	7.18438314834e-06	True	4	48	391
345	0.069888	0.041404	7.18438314834e-06	True	4	49	391
346	0.069888	0.041404	7.89746438397e-06	True	4	50	391
347	0.069888	0.041404	7.89746438397e-06	True	4	51	391
348	0.069888	0.041404	7.89746438397e-06	True	4	52	391
349	0.069888	0.041404	7.89746438397e-06	True	4	53	391
350	0.069888	0.041404	7.89746438397e-06	True	4	54	391
351	0.069888	0.041404	7.89746438397e-06	True	4	55	391
352	0.069888	0.040817	8.14696715059e-06	True	4	56	391
353	0.07165	0.040523	0.00024923983901	True	4	57	391
354	0.07165	0.039936	0.00024923983901	True	4	58	391
355	0.069888	0.039936	0.000434212617	True	4	59	391
356	0.069888	0.040523	0.000434212617	True	4	60	391
357	0.069888	0.040523	0.000706189882304	True	4	61	391
358	0.065777	0.039936	0.000706189882304	True	4	62	391
359	0.063722	0.039055	0.00264485784486	True	4	63	391
360	0.063722	0.038762	0.00272268853454	True	4	64	391
361	0.065777	0.039055	0.00264485784486	True	4	65	391
362	0.069888	0.039936	0.00272268853454	True	4	66	391
363	0.07165	0.039936	0.00272268853454	True	4	67	391
364	0.071944	0.040523	0.00272268853454	True	4	68	391
365	0.071944	0.040817	0.00272268853454	True	4	69	391
366	0.071944	0.040817	0.00264485784486	True	4	70	391
367	0.071944	0.040817	0.00264485784486	True	4	71	391
368	0.071944	0.040817	0.00264485784486	True	4	72	391
369	0.07165	0.040817	0.00264485784486	True	4	73	391
370	0.069888	0.040523	0.00264485784486	True	4	74	391
371	0.063722	0.039055	0.00264485784486	True	4	75	391
372	0.059023	0.038468	0.00264485784486	True	4	76	391
373	0.05873	0.038468	0.00264485784486	True	4	77	391
374	0.05873	0.038468	0.00264485784486	True	4	78	391
375	0.05873	0.038468	0.00264485784486	True	4	79	391
376	0.05873	0.038468	0.00246160458623	True	4	80	391
377	0.05873	0.038174	0.00119568633442	True	4	81	391
378	0.05873	0.038174	0.00115758760553	True	4	82	391
379	0.05873	0.038174	0.00115758760553	True	4	83	391
380	0.05873	0.038174	0.00115758760553	True	4	84	391
381	0.05873	0.038174	0.00115758760553	True	4	85	391
382	0.05873	0.037881	0.0010140953199	True	4	86	391
383	0.059023	0.037881	0.0010140953199	True	4	87	391
384	0.05873	0.036706	0.000776817833762	True	4	88	391
385	0.05873	0.034357	0.0010140953199	True	4	89	391
386	0.05873	0.036706	0.0010140953199	True	4	90	391
387	0.05873	0.034357	0.0010140953199	True	4	91	391
388	0.05873	0.034357	0.0010140953199	True	4	92	391
389	0.05873	0.034357	0.00115758760553	True	4	93	391
390	0.05873	0.034357	0.00115758760553	True	4	94	391
391	0.05873	0.036706	0.00115758760553	True	4	95	391
392	0.059023	0.037881	0.00115758760553	True	4	96	391
393	0.059904	0.038174	0.00119568633442	True	4	97	391
394	0.059904	0.037881	0.00119568633442	True	4	98	391
395	0.063722	0.037587	0.00115758760553	True	4	99	391
396	0.059904	0.037587	0.0010140953199	True	4	100	391
397	0.063722	0.037881	0.0010140953199	True	4	101	391
398	0.063722	0.038468	0.000776817833762	True	4	102	391
399	0.062841	0.037881	0.000707516884183	True	4	103	391
400	0.059904	0.037881	0.000278743254907	True	4	104	391
401	0.059023	0.037587	0.000278743254907	True	4	105	391
402	0.05873	0.037587	8.61999621095e-05	True	4	106	391
403	0.05873	0.037587	8.61999621095e-05	True	4	107	391
404	0.05873	0.037587	1.92821605045e-05	True	4	108	391
405	0.049039	0.037587	1.92821605045e-05	True	4	109	391
406	0.049039	0.037587	1.92821605045e-05	True	4	110	391
407	0.039055	0.037587	1.92821605045e-05	True	4	111	391
408	0.039055	0.037587	1.92821605045e-05	True	4	112	391
409	0.039055	0.037587	1.92821605045e-05	True	4	113	391
410	0.039055	0.037587	1.92821605045e-05	True	4	114	391
411	0.036412	0.036706	1.92821605045e-05	True	4	115	391
412	0.039055	0.036706	1.92821605045e-05	True	4	116	391
413	0.039055	0.037587	1.92821605045e-05	True	4	117	391
414	0.040523	0.037587	1.92821605045e-05	True	4	118	391
415	0.040523	0.037881	1.05373774659e-05	True	4	119	391
416	0.040523	0.037881	1.92821605045e-05	True	4	120	391
417	0.039055	0.037587	1.92821605045e-05	True	4	121	391
418	0.039055	0.037587	1.92821605045e-05	True	4	122	391
419	0.039055	0.037587	1.92821605045e-05	True	4	123	391
420	0.039055	0.037587	1.92821605045e-05	True	4	124	391
421	0.040523	0.037881	1.92821605045e-05	True	4	125	391
422	0.040523	0.037881	1.92821605045e-05	True	4	126	391
423	0.040523	0.037881	1.92821605045e-05	True	4	127	391
424	0.049039	0.037881	8.61999621095e-05	True	4	128	391
425	0.059904	0.037881	8.61999621095e-05	True	4	129	391
426	0.059904	0.037881	8.61999621095e-05	True	4	130	391
427	0.059904	0.037587	8.61999621095e-05	True	4	131	391
428	0.062841	0.037587	0.000278743254907	True	4	132	391
429	0.059904	0.037587	0.000278743254907	True	4	133	391
430	0.059904	0.037881	0.000707516884183	True	4	134	391
431	0.059904	0.038762	0.000776817833762	True	4	135	391
432	0.062841	0.039349	0.0010140953199	True	4	136	391
433	0.059904	0.039349	0.00115758760553	True	4	137	391
434	0.053444	0.038762	0.00119568633442	True	4	138	391
435	0.049039	0.037881	0.00246160458623	True	4	139	391
436	0.049039	0.037587	0.00349155828691	True	4	140	391
437	0.049039	0.037881	0.00349155828691	True	4	141	391
438	0.049039	0.037881	0.00376082306487	True	4	142	391
439	0.049039	0.037881	0.00376082306487	True	4	143	391
440	0.049039	0.038762	0.00376082306487	True	4	144	391
441	0.049039	0.038762	0.00376082306487	True	4	145	391
442	0.049039	0.038762	0.00376082306487	True	4	146	391
443	0.049039	0.038762	0.00376082306487	True	4	147	391
444	0.049039	0.037881	0.00349155828691	True	4	148	391
445	0.040523	0.037881	0.00349155828691	True	4	149	391
446	0.029071	0.037881	0.00349155828691	True	4	150	391
447	0.026722	0.037587	0.00349155828691	True	4	151	391
448	0.02173	0.036119	0.00349121395228	True	4	152	391
449	0.02173	0.035238	0.00349121395228	True	4	153	391
450	0.02173	0.035238	0.00349121395228	True	4	154	391
451	0.02173	0.035238	0.00349155828691	True	4	155	391
452	0.02173	0.035238	0.00349155828691	True	4	156	391
453	0.02173	0.03465	0.00349155828691	True	4	157	391
454	0.026722	0.035238	0.00349155828691	True	4	158	391
455	0.029071	0.036119	0.00401232304028	True	4	159	391
456	0.040523	0.037881	0.0193914589603	True	4	160	391
457	0.049039	0.037881	0.0194691551647	True	4	161	391
458	0.052269	0.037881	0.0222439486101	True	4	162	391
459	0.049039	0.036119	0.0313245127942	True	4	163	391
460	0.052269	0.037881	0.0325103051295	True	4	164	391
461	0.052563	0.038762	0.0325103051295	True	4	165	391
462	0.053444	0.039643	0.0325103051295	True	4	166	391
463	0.056968	0.041111	0.0325103051295	True	4	167	391
464	0.061372	0.041698	0.0325103051295	True	4	168	391
465	0.067245	0.042579	0.0325103051295	True	4	169	391
466	0.083983	0.043166	0.0325103051295	True	4	170	391
467	0.107182	0.044928	0.0325103051295	True	4	171	391
468	0.107182	0.046103	0.0313245127942	True	4	172	391
469	0.109237	0.046396	0.0313245127942	True	4	173	391
470	0.109237	0.046396	0.0325103051295	True	4	174	391
471	0.107182	0.046396	0.0325103051295	True	4	175	391
472	0.114229	0.046396	0.0313245127942	True	4	176	391
473	0.114229	0.046984	0.0313245127942	True	4	177	391
474	0.114229	0.046984	0.0313245127942	True	4	178	391
475	0.114229	0.046984	0.0289076111801	True	4	179	391
476	0.107182	0.046396	0.0222439486101	True	4	180	391
477	0.114229	0.046396	0.0194691551647	True	4	181	391
478	0.114229	0.046396	0.0193914589603	True	4	182	391
479	0.107182	0.046396	0.00401232304028	True	4	183	391
480	0.107182	0.046396	0.00349155828691	True	4	184	391
481	0.107182	0.046396	0.00349121395228	True	4	185	391
482	0.122745	0.04669	0.00110982060322	True	4	186	391
483	0.107182	0.04669	0.000850206530682	True	4	187	391
484	0.107182	0.046396	0.000850206530682	True	4	188	391
485	0.122745	0.045222	0.000459516260974	True	4	189	391
486	0.152991	0.041698	0.000459516260974	True	4	190	391
487	0.122745	0.041698	0.000337639915891	True	4	191	391
488	0.152991	0.042285	0.000337639915891	True	4	192	391
489	0.152991	0.042285	0.000337639915891	True	4	193	391
490	0.152991	0.042285	0.000337639915891	True	4	194	391
491	0.171784	0.045222	0.000337639915891	True	4	195	391
492	0.171784	0.045222	0.000337639915891	True	4	196	391
493	0.171784	0.045222	0.000337639915891	True	4	197	391
494	0.171784	0.042285	0.000337639915891	True	4	198	391
495	0.171784	0.042285	0.000337639915891	True	4	199	391
496	0.122745	0.042285	0.000337639915891	True	4	200	391
497	0.171784	0.042285	0.000337639915891	True	4	201	391
498	0.171784	0.042285	0.000459516260974	True	4	202	391
499	0.171784	0.044047	0.000850206530682	True	4	203	391
500	0.171784	0.044047	0.000850206530682	True	4	204	391
501	0.171784	0.044047	0.00110982060322	True	4	205	391
502	0.171784	0.044047	0.00349121395228	True	4	206	391
503	0.211427	0.045222	0.00349155828691	True	4	207	391
504	0.24872	0.045515	0.0034988124866	True	4	208	391
505	0.24872	0.046396	0.00357650869101	True	4	209	391
506	0.24872	0.04669	0.00357650869101	True	4	210	391
507	0.24872	0.04669	0.00357650869101	True	4	211	391
508	0.259879	0.04669	0.00401232304028	True	4	212	391
509	0.24872	0.045515	0.0065579559732	True	4	213	391
510	0.211427	0.045222	0.00401232304028	True	4	214	391
511	0.171784	0.044047	0.00357650869101	True	4	215	391
512	0.152403	0.044047	0.0034988124866	True	4	216	391
513	0.147118	0.042579	0.00349155828691	True	4	217	391
514	0.147118	0.044047	0.00349121395228	True	4	218	391
515	0.147118	0.044047	0.00110982060322	True	4	219	391
516	0.122745	0.042579	0.00110982060322	True	4	220	391
517	0.122745	0.042579	0.00113775893032	True	4	221	391
518	0.078991	0.042285	0.00113775893032	True	4	222	391
519	0.076055	0.042285	0.00113775893032	True	4	223	391
520	0.075761	0.042285	0.00113775893032	True	4	224	391
521	0.069888	0.041698	0.00110982060322	True	4	225	391
522	0.069888	0.041698	0.00110982060322	True	4	226	391
523	0.069888	0.041698	0.00113775893032	True	4	227	391
524	0.058142	0.041698	0.00110982060322	True	4	228	391
525	0.057261	0.041111	0.000966437423537	True	4	229	391
526	0.054325	0.041111	0.000850206530682	True	4	230	391
527	0.050801	0.04023	0.000850206530682	True	4	231	391
528	0.048452	0.039643	0.000850206530682	True	4	232	391
529	0.048452	0.039643	0.000459516260974	True	4	233	391
530	0.048452	0.039643	0.000337639915891	True	4	234	391
531	0.050801	0.04023	0.000459516260974	True	4	235	391
532	0.050801	0.041111	0.000966437423537	True	4	236	391
533	0.050801	0.041111	0.00105810114108	True	4	237	391
534	0.054325	0.041111	0.00110982060322	True	4	238	391
535	0.054325	0.042285	0.00113775893032	True	4	239	391
536	0.054325	0.042285	0.00349121395228	True	4	240	391
537	0.054325	0.041111	0.00349155828691	True	4	241	391
538	0.054325	0.042285	0.00349155828691	True	4	242	391
539	0.057261	0.042285	0.00349155828691	True	4	243	391
540	0.057261	0.042285	0.00349155828691	True	4	244	391
541	0.057261	0.042285	0.00349155828691	True	4	245	391
542	0.058142	0.042285	0.00349155828691	True	4	246	391
543	0.058142	0.042579	0.00349155828691	True	4	247	391
544	0.073412	0.042579	0.00349155828691	True	4	248	391
545	0.073412	0.042579	0.0034988124866	True	4	249	391
546	0.058142	0.042579	0.0034988124866	True	4	250	391
547	0.073412	0.042579	0.0034988124866	True	4	251	391
548	0.075761	0.042579	0.00357650869101	True	4	252	391
549	0.075761	0.042579	0.0065579559732	True	4	253	391
550	0.075761	0.042579	0.0353406485327	True	4	254	391
551	0.075761	0.042285	0.0353406485327	True	4	255	391
552	0.073412	0.042285	0.0353406485327	True	4	256	391
553	0.073412	0.042285	0.00113775893032	True	4	257	391
554	0.061666	0.041111	0.00105810114108	True	4	258	391
555	0.061666	0.041111	0.00105810114108	True	4	259	391
556	0.061666	0.041111	0.00105810114108	True	4	260	391
557	0.061666	0.042285	0.000966437423537	True	4	261	391
558	0.058142	0.041111	0.000309999155324	True	4	262	391
559	0.058142	0.041111	0.000309999155324	True	4	263	391
560	0.058142	0.039643	7.22212767471e-05	True	4	264	391
561	0.057261	0.038762	7.22212767471e-05	True	4	265	391
562	0.052269	0.038762	9.8425438291e-06	True	4	266	391
563	0.048452	0.038468	9.8425438291e-06	True	4	267	391
564	0.048452	0.038468	7.54698289202e-06	True	4	268	391
565	0.048452	0.038468	7.54698289202e-06	True	4	269	391
566	0.045222	0.037881	7.36922900596e-06	True	4	270	391
567	0.04346	0.037881	7.54698289202e-06	True	4	271	391
568	0.04346	0.037881	7.54698289202e-06	True	4	272	391
569	0.04346	0.037881	7.54698289202e-06	True	4	273	391
570	0.04346	0.037	7.54698289202e-06	True	4	274	391
571	0.04346	0.037881	9.8425438291e-06	True	4	275	391
572	0.04346	0.037	9.8425438291e-06	True	4	276	391
573	0.045222	0.037881	9.8425438291e-06	True	4	277	391
574	0.045222	0.037881	9.8425438291e-06	True	4	278	391
575	0.052269	0.037881	1.84453759506e-05	True	4	279	391
576	0.052269	0.037881	1.90250994082e-05	True	4	280	391
577	0.045222	0.037881	1.90250994082e-05	True	4	281	391
578	0.045222	0.037881	1.84453759506e-05	True	4	282	391
579	0.045222	0.037881	1.84453759506e-05	True	4	283	391
580	0.052269	0.038468	1.84453759506e-05	True	4	284	391
581	0.057849	0.038468	1.84453759506e-05	True	4	285	391
582	0.061666	0.038468	1.84453759506e-05	True	4	286	391
583	0.073412	0.038468	9.8425438291e-06	True	4	287	391
584	0.061666	0.038468	1.84453759506e-05	True	4	288	391
585	0.057849	0.038468	1.90250994082e-05	True	4	289	391
586	0.052269	0.038468	1.84453759506e-05	True	4	290	391
587	0.04992	0.037881	1.84453759506e-05	True	4	291	391
588	0.052269	0.037881	1.84453759506e-05	True	4	292	391
589	0.052269	0.037881	1.84453759506e-05	True	4	293	391
590	0.052269	0.037881	1.84453759506e-05	True	4	294	391
591	0.057849	0.037881	1.84453759506e-05	True	4	295	391
592	0.057849	0.037881	1.84453759506e-05	True	4	296	391
593	0.057849	0.037881	1.84453759506e-05	True	4	297	391
594	0.057849	0.037881	1.90250994082e-05	True	4	298	391
595	0.057849	0.037881	1.90250994082e-05	True	4	299	391
596	0.057849	0.037881	2.07030912008e-05	True	4	300	391
597	0.052269	0.036706	2.07030912008e-05	True	4	301	391
598	0.04992	0.036412	2.82100152335e-05	True	4	302	391
599	0.04992	0.036412	2.82100152335e-05	True	4	303	391
600	0.04992	0.036412	2.82100152335e-05	True	4	304	391
601	0.04992	0.036412	2.82100152335e-05	True	4	305	391
602	0.04992	0.036412	2.07030912008e-05	True	4	306	391
603	0.04992	0.036412	2.07030912008e-05	True	4	307	391
604	0.052269	0.036706	2.07030912008e-05	True	4	308	391
605	0.057849	0.037881	2.07030912008e-05	True	4	309	391
606	0.059023	0.037881	2.07030912008e-05	True	4	310	391
607	0.059023	0.038468	2.07030912008e-05	True	4	311	391
608	0.066365	0.038468	2.82100152335e-05	True	4	312	391
609	0.080753	0.038468	2.82100152335e-05	True	4	313	391
610	0.080753	0.038468	2.82100152335e-05	True	4	314	391
611	0.080753	0.039936	2.82100152335e-05	True	4	315	391
612	0.077229	0.038468	2.82100152335e-05	True	4	316	391
613	0.104832	0.039936	2.82100152335e-05	True	4	317	391
614	0.077229	0.039936	2.82100152335e-05	True	4	318	391
615	0.111586	0.040817	2.82100152335e-05	True	4	319	391
616	0.111586	0.041404	2.82100152335e-05	True	4	320	391
617	0.119221	0.041404	3.69084285913e-05	True	4	321	391
618	0.119221	0.041404	3.69084285913e-05	True	4	322	391
619	0.119221	0.041404	7.22212767471e-05	True	4	323	391
620	0.119221	0.041992	0.000201891893949	True	4	324	391
621	0.161213	0.043754	0.000201891893949	True	4	325	391
622	0.161213	0.043754	0.000201891893949	True	4	326	391
623	0.119221	0.041992	0.000201891893949	True	4	327	391
624	0.119221	0.041992	0.000201891893949	True	4	328	391
625	0.120983	0.041992	0.000201891893949	True	4	329	391
626	0.120983	0.041992	0.000201891893949	True	4	330	391
627	0.120983	0.041992	3.69084285913e-05	True	4	331	391
628	0.161213	0.043754	3.69084285913e-05	True	4	332	391
629	0.169435	0.044635	3.69084285913e-05	True	4	333	391
630	0.174721	0.044635	0.000201891893949	True	4	334	391
631	0.174721	0.044635	0.000201891893949	True	4	335	391
632	0.174721	0.044635	0.000201891893949	True	4	336	391
633	0.174721	0.043754	0.000261150259982	True	4	337	391
634	0.169435	0.042285	0.000261150259982	True	4	338	391
635	0.169435	0.042285	0.000261150259982	True	4	339	391
636	0.169435	0.042285	0.000261150259982	True	4	340	391
637	0.169435	0.042285	0.000261150259982	True	4	341	391
638	0.169435	0.042285	0.000261150259982	True	4	342	391
639	0.174721	0.043754	0.000201891893949	True	4	343	391
640	0.175308	0.044635	0.000201891893949	True	4	344	391
641	0.175308	0.044635	0.000201891893949	True	4	345	391
642	0.175308	0.044635	0.000201891893949	True	4	346	391
643	0.175308	0.044635	0.000201891893949	True	4	347	391
644	0.174721	0.044635	0.000261150259982	True	4	348	391
645	0.174721	0.044635	0.00033506718914	True	4	349	391
646	0.169435	0.043754	0.00033506718914	True	4	350	391
647	0.120983	0.043754	0.000261150259982	True	4	351	391
648	0.110412	0.043754	0.000261150259982	True	4	352	391
649	0.106007	0.043754	0.00013222572403	True	4	353	391
650	0.106007	0.04346	0.00013222572403	True	4	354	391
651	0.106007	0.04346	0.00013222572403	True	4	355	391
652	0.106007	0.04346	0.00013222572403	True	4	356	391
653	0.106007	0.04346	0.00013222572403	True	4	357	391
654	0.077229	0.042285	0.00013222572403	True	4	358	391
655	0.077229	0.042285	3.69084285913e-05	True	4	359	391
656	0.077229	0.042285	3.69084285913e-05	True	4	360	391
657	0.073706	0.042285	3.69084285913e-05	True	4	361	391
658	0.073706	0.042285	0.00013222572403	True	4	362	391
659	0.073706	0.042285	3.69084285913e-05	True	4	363	391
